name,model,display_resolution,OS,processor,Chipset,GPU,memory,storage,ram,primary_camera,secondary_camera,loud_speaker,audio_jack,sensors,battery,colors,price,img_url,,,
Samsung,DuosTV I6712,3.2 inches (~43.6% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),20 MB,,3.15 MP,No,Yes,Yes,Accelerometer,Removable Li-Ion 1200 mAh battery,Black,200,http://cdn2.gsmarena.com/vv/bigpic/samsung-duos-tv-i6712.jpg,,,
Samsung,C6712 Star II DUOS,3.2 inches (~47.5% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),30 MB,,3.15 MP,No,Yes,Yes,Accelerometer,Removable Li-Ion 1200 mAh battery,Black,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-c6712-star-ii-duos-new.jpg,,,
Samsung,Ch@t 222,2.2 inches (~22.7% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),43 MB,,VGA,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery,Black,40,http://cdn2.gsmarena.com/vv/bigpic/samsung-chat-E2222.jpg,,,
Samsung,Ch@t 220,2.2 inches (~22.7% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),47 MB,,VGA,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery,Black,40,http://cdn2.gsmarena.com/vv/bigpic/samsung-chat-e2220.jpg,,,
Samsung,M580 Replenish,2.8 inches (~32.9% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),600 MHz,Qualcomm MSM7627-2,,microSD  up to 32 GB (dedicated slot)  2 GB included,512 MB,256 MB RAM,2 MP,No,Yes,Yes,,Removable Li-Ion 1160 mAh battery,Black| Blue| Raspberry Pink,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-replenish.jpg,,,
Samsung,Galaxy Prevail,3.2 inches (~47.3% screen-to-body ratio),Android 2.2 (Froyo),800 MHz,Qualcomm MSM7627-3,,microSD  up to 32 GB (dedicated slot)  2 GB included,117 MB,,2 MP,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-prevail.jpg,,,
Samsung,M220L Galaxy Neo,3.5 inches (~52.9% screen-to-body ratio),Android 2.2 (Froyo),800 MHz ARM 11,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP,Yes,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Chic White| Noble Black,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-shw-m220l-neo.jpg,,,
Samsung,Google Nexus S I9020A,4.0 inches (~58.3% screen-to-body ratio),Android 2.3 (Gingerbread),1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,No,16 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Accelerometer| gyro| proximity| compass| barometer,Removable Li-Ion 1500 mAh battery,White| Black,270,http://cdn2.gsmarena.com/vv/bigpic/samsung-nexus-s-i9020a.jpg,,,
Samsung,Google Nexus S I9023,4.0 inches (~58.3% screen-to-body ratio),Android 2.3 (Gingerbread)| upgradable to 4.1.1 (Jelly Bean),1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,No,16 GB,,5 MP| autofocus| LED flash,VGA,Yes,Yes,Accelerometer| gyro| proximity| compass| barometer,Removable Li-Ion 1500 mAh battery,Black,180,http://cdn2.gsmarena.com/vv/bigpic/samsung-google-nexus-s-ofic.jpg,,,
Samsung,E2230,1.8 inches (~20.3% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),4 MB,,VGA,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/Samsung-E2230.jpg,,,
Samsung,P1010 Galaxy Tab Wi-Fi,7.0 inches (~60.2% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),1.0 GHz Cortex-A8,TI OMAP 3630,PowerVR SGX530,microSD  up to 32 GB (dedicated slot),16 GB,592 MB RAM,3.15 MP| autofocus| LED flash,1.3 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| proximity,Non-removable Li-Po 4000 mAh battery,Black and Grey,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-p1010-galaxy-tab-wi-fi.jpg,,,
Samsung,P7500 Galaxy Tab 10.1 3G,10.1 inches (~65.7% screen-to-body ratio),Android 3.1 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,No,16/32/64 GB,1 GB RAM,3.15 MP| autofocus| LED flash| ,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| compass,Non-removable Li-Po 7000 mAh battery,Black,370,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-10.1.jpg,,,
Samsung,Galaxy Tab 10.1 LTE I905,10.1 inches (~65.7% screen-to-body ratio),Android 3.1 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,No,16/32 GB,1 GB RAM,3.15 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| compass,Non-removable Li-Po 6800 mAh battery,Metallic Gray and White,290,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-10.1-verison.jpg,,,
Samsung,Galaxy Tab 10.1 P7510,10.1 inches (~65.7% screen-to-body ratio),Android 3.0 (Honeycomb)| upgradable to 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,No,16/32/64 GB,1 GB RAM,3.15 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| compass,Non-removable Li-Po 7000 mAh battery,Black,310,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-10.1.jpg,,,
Samsung,Galaxy Tab 8.9 P7300,8.9 inches (~63.0% screen-to-body ratio),Android 3.0 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,No,16/32/64 GB,1 GB RAM,3.15 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| compass,Non-removable Li-Po 6000 mAh battery,Black,290,http://cdn2.gsmarena.com/vv/bigpic/Samsung-GALAXY-Tab-8.9.jpg,,,
Samsung,Galaxy Tab 8.9 P7310,8.9 inches (~63.0% screen-to-body ratio),Android 3.0 (Honeycomb)| upgradable to 3.1 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,No,16/32/64 GB,1 GB RAM,3.15 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| compass,Non-removable Li-Po 6000 mAh battery,Metallic Gray,350,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-8.9-p7310.jpg,,,
Samsung,Google Nexus S 4G,4.0 inches (~58.3% screen-to-body ratio),Android 2.3 (Gingerbread),1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,No,16 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes with stereo speakers,Yes,Accelerometer| gyro| proximity| compass| barometer,Removable Li-Ion 1500 mAh battery,Black,150,http://cdn2.gsmarena.com/vv/bigpic/Samsung-Nexus-S-4G.jpg,,,
Samsung,M260 Factor,2.0 inches (~27.0% screen-to-body ratio),,,,,No,256 MB ROM,128 MB RAM,VGA,No,Yes,No,,Removable Li-Ion 800 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-factor-boost-m260.jpg,,,
Samsung,S3850 Corby II,3.2 inches (~47.6% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),26 MB,,2 MP,No,Yes,Yes,Accelerometer,Removable Li-Ion 1000 mAh battery,Yellow/Black| White| Pink,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-corby-ii-ofic.jpg,,,
Samsung,Galaxy Pro B7510,2.8 inches (~33.5% screen-to-body ratio),Android 2.2.2 (Froyo),800 MHz ARMv6,,,microSD  up to 32 GB (dedicated slot)  2 GB included,,270 MB RAM (160 MB user available),3.15 MP| autofocus| ,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1350 mAh battery,Black| White,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-pro.jpg,,,
Samsung,I9100 Galaxy S II,4.3 inches (~63.5% screen-to-body ratio),Android 2.3.4 (Gingerbread)| 4.0.4 (Ice Cream Sandwich)| upgradable to 4.1 (Jelly Bean),Dual-core 1.2 GHz Cortex-A9,Exynos 4210 Dual,Mali-400MP4,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,8 MP| f/2.6| autofocus| LED flash| ,2 MP,Yes,Yes,Accelerometer| gyro| proximity| compass,Removable Li-Ion 1650 mAh battery,Black| White| Pink,170,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-ii-real-ofic.jpg,,,
Samsung,E2652W Champ Duos,2.6 inches (~38.2% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),50 MB,,1.3 MP,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery,Black| White,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-e2652w-champ-duos.jpg,,,
Samsung,E2652 Champ Duos,2.6 inches (~38.2% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),50 MB,,1.3 MP,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery,Black| White,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-e2652w-champ-duos.jpg,,,
Samsung,S5780 Wave 578,3.2 inches (~49.2% screen-to-body ratio),bada 1.1,,,,microSD  up to 16 GB (dedicated slot),100 MB,,3.15 MP,VGA,Yes,Yes,Accelerometer| proximity,Removable Li-Ion 1200 mAh battery,Black,110,http://cdn2.gsmarena.com/vv/bigpic/samsung-wave-578-new.jpg,,,
Samsung,P7100 Galaxy Tab 10.1v,10.1 inches (~70.5% screen-to-body ratio),Android 3.0 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,No,16/32 GB,,8 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 6860 mAh battery,Black,290,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-10.1-p7100.jpg,,,
Samsung,Galaxy S WiFi 5.0,5.0 inches (~64.4% screen-to-body ratio),Android 2.2 (Froyo),1.0 GHz S5P-C111,,,microSD  up to 32 GB (dedicated slot),8/16 GB,,3.15 MP| autofocus| LED flash,VGA,Yes with stereo speakers,Yes,Accelerometer| compass,Removable Li-Po 2500 mAh battery,Black| White,180,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-wifi5.jpg,,,
Samsung,Ch@t 350,2.4 inches (~34.5% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),20 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion 960 mAh battery,Black| White| Silver,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-chat-s3500.jpg,,,
Samsung,E3213 Hero,2.0 inches (~24.1% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),36 MB,,VGA,Yes,Yes,No,,Removable Li-Ion 800 mAh battery,Red| Black,40,http://cdn2.gsmarena.com/vv/bigpic/samsung-hero-e3213.jpg,,,
Samsung,E3210,2.0 inches (~24.1% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),36 MB,,VGA,No,Yes,Yes,,Removable Li-Ion 800 mAh battery,Silver,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-e3210.jpg,,,
Samsung,E2330,2.0 inches (~27.0% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),4 MB,,VGA,No,Yes,Yes,,Removable Li-Ion 800 mAh battery,Black,60,http://cdn2.gsmarena.com/vv/bigpic/samsung-e2330.jpg,,,
Samsung,I9003 Galaxy SL,4.0 inches (~57.3% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),1.0 GHz Cortex-A8,TI OMAP 3630,PowerVR SGX530,microSD  up to 32 GB (dedicated slot),4/16 GB,478 MB RAM,5 MP| autofocus,VGA,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1650 mAh battery,Black| white,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9003-galaxy-s-sl.jpg,,,
Samsung,Galaxy Ace S5830I,3.5 inches (~54.2% screen-to-body ratio),Android 2.2 (Froyo),832 MHz,Broadcom BCM21553,VideoCore IV,microSD  up to 32 GB (dedicated slot),158 MB,,5 MP| autofocus| LED flash,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1350 mAh battery,Black,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-s5830i.jpg,,,
Samsung,Galaxy Ace S5830,3.5 inches (~54.2% screen-to-body ratio),Android 2.3 (Gingerbread),800 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  2 GB included,158 MB,278 MB RAM,5 MP| f/2.6| autofocus| LED flash| ,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1350 mAh battery,Black| White| Hugo Boss Edition| La Fleur,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-mini-s5830-ofic.jpg,,,
Samsung,Galaxy Fit S5670,3.3 inches (~50.0% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),600 MHz,,,microSD  up to 32 GB (dedicated slot)  2 GB included,160 MB,280 MB RAM,5 MP| autofocus| ,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1350 mAh battery,Black| white,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-fit-s5670.jpg,,,
Samsung,Galaxy Gio S5660,3.2 inches (~48.0% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),800 MHz,Qualcomm QCT MSM7227-1 Turbo Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  2 GB included,158 MB,278 MB RAM,3.15 MP| autofocus| ,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1350 mAh battery,Black| Silver White,110,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-gio.jpg,,,
Samsung,Galaxy Mini S5570,3.14 inches (~45.5% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),600 MHz  ARMv6,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  2 GB included,160 MB,384 MB RAM,3.15 MP| ,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1200 mAh battery,Black| White,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-mini-s5570.jpg,,,
Samsung,Galaxy Pop i559,3.14 inches (~45.4% screen-to-body ratio),Android 2.2 (Froyo),,,,microSD  up to 32 GB (dedicated slot),164 MB,,3.15 MP| autofocus,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1200 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-pop-sch-i559-cdma.jpg,,,
Samsung,Galaxy S 4G T959,4.0 inches (~57.7% screen-to-body ratio),Android 2.2 (Froyo),1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,microSD  up to 32 GB (dedicated slot)  16 GB included,1 GB,512 MB RAM,5 MP| autofocus,Yes,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1650 mAh battery,Black and Grey,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-4g-new.jpg,,,
Samsung,S5260 Star II,3.0 inches (~44.1% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),30 MB,,3.15 MP| ,No,Yes,Yes,Accelerometer,Removable Li-Ion 1000 mAh battery,Black| White,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-s5260-star-ii-ofic.jpg,,,
Samsung,I997 Infuse 4G,4.5 inches (~61.5% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),1.2 GHz Cortex-A8,,,microSD  up to 32 GB (dedicated slot)  2 GB included,16 GB,,8 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1750 mAh battery,Caviar Black,130,http://cdn2.gsmarena.com/vv/bigpic/samsung-i997.jpg,,,
Samsung,R910 Galaxy Indulge,3.5 inches (~45.3% screen-to-body ratio),Android 2.2 (Froyo),1GHz,,,microSD  up to 32 GB (dedicated slot)  2 GB included,,,3.15 MP| autofocus,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Black,130,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-indulge-r910.jpg,,,
Samsung,Droid Charge I510,4.3 inches (~59.5% screen-to-body ratio),Android 2.2 (Froyo),1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,microSD  up to 32 GB (dedicated slot),2 GB,,8 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1600 mAh battery,Black,130,http://cdn2.gsmarena.com/vv/bigpic/samsung-4g-lte.jpg,,,
Samsung,Google Nexus S,4.0 inches (~58.3% screen-to-body ratio),Android 2.3 (Gingerbread)| 4.1.2 (Jelly Bean)| not upgradable to 4.2 (Jelly Bean),1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,No,16 GB,512 MB RAM,5 MP| autofocus| LED flash| ,VGA,Yes,Yes,Accelerometer| gyro| proximity| compass,Removable Li-Ion 1500 mAh battery,Black| White,170,http://cdn2.gsmarena.com/vv/bigpic/samsung-google-nexus-s-ofic.jpg,,,
Samsung,M190S Galaxy S Hoppin,4.0 inches (~58.1% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),16 GB,,5 MP| autofocus,Yes,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Titanium Grey| Cream White,140,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-hoppin-shw-m190-new.jpg,,,
Samsung,Ch@t 335,2.4 inches (~26.2% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),60 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion battery,Black| White| Silver,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-s3350-ofic.jpg,,,
Samsung,C3630,2.2 inches (~28.5% screen-to-body ratio),,,,,No,90 MB,,1.3 MP,No,Yes,No,,Removable Li-Ion 900 mAh battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/samsung-c3630.jpg,,,
Samsung,C3530,2.2 inches (~28.6% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),50 MB,,3.15 MP,No,Yes,Yes,,Removable Li-Ion 960 mAh battery,Silver| Black; La Fleur edition,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-c3530.jpg,,,
Samsung,I9010 Galaxy S Giorgio Armani,4.0 inches (~57.9% screen-to-body ratio),Android 2.2 (Froyo),1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,microSD  up to 32 GB (dedicated slot),16 GB,,5 MP| autofocus| ,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Po 1650 mAh battery,Black,280,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-armani-new.jpg,,,
Samsung,A817 Solstice II,3.35 inches (~54.2% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),256 MB,,2 MP,No,Yes,No,,Removable Li-Ion 1000 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-solstice_ii_a817.jpg,,,
Samsung,A667 Evergreen,1.92 inches (~17.6% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),256 MB,,2 MP,No,Yes,No,,Removable Li-Ion 1000 mAh battery,Black,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-evergreen.jpg,,,
Samsung,E2530,2.0 inches (~28.3% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,,Removable Li-Ion 800 mAh battery,Black; La Fleur edition,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-e2530.jpg,,,
Samsung,I100 Gem,3.2 inches (~46.2% screen-to-body ratio),Android 2.1 (Eclair),800MHz,,,microSD  up to 16 GB (dedicated slot),124 MB,,3.15 MP,No,Yes,Yes,Accelerometer| proximity,Removable Li-Ion battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/Samsung-Gem-sch-i100.jpg,,,
Samsung,R710 Suede,3.0 inches (~40.9% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),135 MB,,3.15 MP,No,Yes with stereo speakers,Yes,Accelerometer,Removable Li-Ion 1080 mAh battery,Black,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-r710-suede.jpg,,,
Samsung,U750 Zeal,2.6 inches (~39.7% screen-to-body ratio),,,,,microSD  up to 32 GB (dedicated slot),,,2 MP| autofocus,No,Yes,No,,Removable Li-Ion 880 mAh battery,Black,100,http://cdn2.gsmarena.com/vv/bigpic/samsung-zeal-u750.jpg,,,
Samsung,Continuum I400,3.4 inches (~45.4% screen-to-body ratio),Android 2.1 (Eclair)| upgradable to 2.2 (Froyo),1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,microSD  up to 32 GB (dedicated slot)  8 GB included,2 GB,336 MB RAM,5 MP| autofocus| LED flash,,Yes,Yes,Accelerometer| gyro| proximity| compass,Removable Li-Ion battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-continuum-i400.jpg,,,
Samsung,Ch@t 322 Wi-Fi,2.2 inches (~23.2% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),54 MB,,1.3 MP,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery,Black| White| Pink,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-chat-322-wifi.jpg,,,
Samsung,Ch@t 322,2.2 inches (~23.2% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),54 MB,,1.3 MP,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery,Black| White| Pink,60,http://cdn2.gsmarena.com/vv/bigpic/samsung-chat-322-dual-sim.jpg,,,
Samsung,E1252,2.0 inches (~23.9% screen-to-body ratio),,,,,No,,,,,Yes,No,,Removable Li-Ion 1000 mAh battery,Black| White,30,http://cdn2.gsmarena.com/vv/bigpic/samsung-e1252.jpg,,,
Samsung,Breeze B209,1.52 inches (~15.4% screen-to-body ratio),,,,,No,351 KB,,,,Yes,No,,Removable Li-Ion 1000 mAh battery,Black,20,http://cdn2.gsmarena.com/vv/bigpic/samsung-b209-breeze.jpg,,,
Samsung,Hero Plus B159,1.52 inches (~15.0% screen-to-body ratio),,,,,No,597 KB,,,,Yes,No,,Removable Li-Ion 800 mAh battery,Black,30,http://cdn2.gsmarena.com/vv/bigpic/samsung-hero-plus-b159.jpg,,,
Samsung,W169 Duos,2.2 inches (~27.5% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),42 MB,,VGA,No,Yes,No,,Removable Li-Ion 1000 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-duos-169-w169.jpg,,,
Samsung,Mpower Muzik 219,1.7 inches (~17.5% screen-to-body ratio),,,,,microSD  up to 2 GB (dedicated slot),8 MB,,VGA,No,Yes with stereo speakers,No,,Removable Li-Ion 1000 mAh battery,Black,280,http://cdn2.gsmarena.com/vv/bigpic/samsung-muzik-219.jpg,,,
Samsung,Mpower Txt M369,2.2 inches (~21.9% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),104 MB,,2 MP,No,Yes,No,,Removable Li-Ion 1000 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-mpower-txt-m369.jpg,,,
Samsung,Mpower TV S239,2.4 inches (~30.1% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),85 MB,,1.3 MP,No,Yes,No,,Removable Li-Ion 960 mAh battery,Black,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-mpower-tv-s239.jpg,,,
Samsung,E1225 Dual Sim Shift,1.8 inches (~20.5% screen-to-body ratio),,,,,No,,,,,Yes,Yes,,Removable Li-Ion 800 mAh battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/samsung-e1225-dual-sim-shift.jpg,,,
Samsung,Guru E1081T,1.43 inches (~13.5% screen-to-body ratio),,,,,No,,,,,Yes,No,,Removable Li-Ion 800 mAh battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/samsung-guru-e1081t.jpg,,,
Samsung,Focus,4.0 inches (~56.8% screen-to-body ratio),Microsoft Windows Phone 7,1.0 GHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),8 GB,512 MB RAM| 512 MB ROM,5 MP| autofocus| LED flash,,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-focus-ofic.jpg,,,
Samsung,I8700 Omnia 7,4.0 inches (~58.0% screen-to-body ratio),Microsoft Windows Phone 7,1.0 GHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,No,8/16 GB,,5 MP| autofocus| LED flash| ,No,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Black,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-omnia-7-ofic.jpg,,,
Samsung,S5750 Wave575,3.2 inches (~48.4% screen-to-body ratio),bada OS,,,,microSD  up to 16 GB (dedicated slot),100 MB,,3.15 MP,No,Yes,Yes,Accelerometer,Removable Li-Ion 1200 mAh battery,Various,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-wave-575.jpg,,,
Samsung,S8530 Wave II,3.7 inches (~52.6% screen-to-body ratio),bada 1.2,1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,microSD  up to 32 GB (dedicated slot)  2 GB included,2 GB,,5 MP| autofocus| LED flash| ,Yes,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Ebony Gray,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-wave-ii.jpg,,,
Samsung,M210S Wave2,3.7 inches (~52.6% screen-to-body ratio),bada OS,1.2 GHz Cortex-A8,Hummingbird,PowerVR SGX540,microSD  up to 32 GB (dedicated slot)  2 GB included,1.7 GB,,5 MP| autofocus| LED flash,Yes,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Ebony Gray| Platinum Silver| Elegant Pink,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-shw-m210s-wave-ii.jpg,,,
Samsung,Galaxy Tab T-Mobile T849,7.0 inches (~60.2% screen-to-body ratio),Android 2.2 (Froyo),1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,microSD  up to 32 GB (dedicated slot),16 GB,640 MB RAM,3.15 MP| autofocus| LED flash,1.3 MP,Yes with stereo speakers,Yes,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 4000 mAh battery,Black,270,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tap-t-mobile.jpg,,,
